--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:43.740  1487  1487 D TelephonyIcons: null signal icon name: drawable/stat_sys_signal_null
01-01 00:00:43.740  1487  1487 D StatusBar.NetworkController: updateTelephonySignalStrength, No signal level. mPhoneSignalIconId = com.android.systemui:drawable/stat_sys_signal_null mDataSignalIconId = com.android.systemui:drawable/stat_sys_signal_null mQSPhoneSignalIconId = com.android.systemui:drawable/ic_qs_signal_no_signal mContentDescriptionPhoneSignal = No phone.
01-01 00:00:43.743  1487  1487 D StatusBar.NetworkController: updateDataNetType, mDataTypeIconId = (null) mQSDataTypeIconId = (null) mContentDescriptionDataType = 0
01-01 00:00:43.743  1487  1487 D StatusBar.NetworkController: updateDataIcon, mDataDirectionIconId = (null) mDataConnected = false
01-01 00:00:43.743  1487  1487 D CarrierLabel: updateNetworkName showSpn=false spn= showPlmn=true plmn=No service.
01-01 00:00:43.744  1487  1487 D StatusBar.NetworkController: refreshViews: Data not connected!! Set no data type icon / Roaming
01-01 00:00:43.744  1487  1487 D StatusBar.NetworkController: refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) combinedActivityIconId=0x0 mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0/(null) mQSPhoneSignalIconId=0x0/(null) mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x0/(null) mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x0/(null) mWifiIconId=0x0/(null) mQSWifiIconId=0x0/(null) mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x1080699/android:drawable/stat_sys_tether_bluetooth
01-01 00:00:43.744  1487  1487 D KeyguardUpdateMonitor: ACTION_SERVICE_STATE_CHANGED on sub: -1 showSpn:false showPlmn:true mServiceState: 1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false
01-01 00:00:43.748  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.748  4029  4029 W ResourcesManager: Asset path '/system/framework/android.test.runner.jar' does not exist or contains no resources.
01-01 00:00:43.752  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.756  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.763  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.765  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.768  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.770  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.773  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.777  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.779  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.781  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.783  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.786  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.789  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.793  4029  4029 I CalendarProvider2: Created com.android.providers.calendar.CalendarAlarmManager@18cdc3b2(com.android.providers.calendar.CalendarProvider2@ee8bf03)
01-01 00:00:43.793  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.797  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.801  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.806  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.809  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.811  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.813  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.815  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.819  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.824  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.843  1325  1742 I ActivityManager: Start proc com.android.managedprovisioning for broadcast com.android.managedprovisioning/.BootReminder: pid=4056 uid=10009 gids={50009, 9997, 1028, 3003} abi=armeabi-v7a
01-01 00:00:43.847  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.851  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.854  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.858  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.862  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.870  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.875  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.880  3468  3468 D PhoneApp: getPhone phoneId:-1000
01-01 00:00:43.882  1325  1350 D Tethering: sendTetherStateChangedBroadcast 1, 0, 0
01-01 00:00:43.884  3468  3468 D TelephonyNetworkFactory-1: got request NetworkRequest [ id=1, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 0
01-01 00:00:43.885  3468  3468 D TelephonyDebugService: TelephonyDebugService()
01-01 00:00:43.890  1325  1350 D Tethering: InitialState.processMessage what=4
01-01 00:00:43.890  1325  1350 D Tethering: sendTetherStateChangedBroadcast 0, 0, 0
01-01 00:00:43.895  1325  1427 D WifiService: New client listening to asynchronous messages
01-01 00:00:43.908  3468  3468 D ImsService: ImsService created!
01-01 00:00:43.915  3468  3468 D ImsSenderRxr: Starting IFMsg_Rxr[SUB0]
01-01 00:00:43.919  3468  4081 E ImsSenderRxr: Exception in socket create'java.io.IOException: No such file or directory
01-01 00:00:43.925   312   312 D WLAN_PSA: NL BCAST MSG KDriver Not ready yet : KNLREADY
01-01 00:00:43.925   312   312 D WLAN_PSA: NL BCAST MSG Received, Kernel ready, connect LN
01-01 00:00:43.927   312   312 D WLAN_PSA: Register APP Socket to kernel
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, len[009], NL type[0x130] WNI type[0x4541] len[17497]
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, PID: 0
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, len[056], NL type[0x11] WNI type[0x   2] len[036]
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, PID: 312
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, len[009], NL type[0x130] WNI type[0x4541] len[17497]
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, PID: 0
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, len[056], NL type[0x11] WNI type[0x   2] len[036]
01-01 00:00:43.927   312   312 V WLAN_PSA: NL MSG, PID: 312
01-01 00:00:43.932  3468  3468 D ImsSenderRxr: [0000]> REQUEST_QUERY_SERVICE_STATUS[SUB0]
01-01 00:00:43.932  3468  3468 D ImsSenderRxr: Message data: [0, 0, 0, 12, 11, 13, 0, 0, 0, 0, 16, 1, 24, 29, 32, 0][SUB0]
01-01 00:00:43.933  3468  3468 D ImsSenderRxr: [0000]< REQUEST_QUERY_SERVICE_STATUS error: 1
01-01 00:00:43.937  3468  3468 D         : jint JNI_OnLoad(JavaVM*, void*)
01-01 00:00:43.937  3468  3468 D         : JvmPtr initialized to -1256865152
01-01 00:00:43.938  3468  3468 D ims_media_jni: int register_ims_media(JNIEnv*)
01-01 00:00:43.966  3468  3468 D VideoCall_ImsMedia: Registering for Media Listener
01-01 00:00:43.966  3468  3468 E ImsServiceSub: ImsServiceClassTracker not found.
01-01 00:00:43.966  3468  3468 D ImsService: initSubscriptionStatus: Not multi-sim...
01-01 00:00:43.968  3468  3468 D CallNotifier: onMwiChanged(): false phoneId = 0
01-01 00:00:43.968  3468  3468 D NotificationMgr: updateMwi(): false phoneId = 0
01-01 00:00:43.970  3468  3468 D CallNotifier: onCfiChanged(): false
01-01 00:00:43.970  3468  3468 D NotificationMgr: updateCfi(): false phoneId = 0
01-01 00:00:43.972  3468  3468 D Telephony: TtyManager: setTTYMode exception: com.android.internal.telephony.CommandException: RADIO_NOT_AVAILABLE
01-01 00:00:43.973  3468  3468 V OtaStartupReceiver: onOtaspChanged: mOtaspMode=0
01-01 00:00:43.981  1325  1344 D GpsLocationProvider: received SIM realted action: android.intent.action.ACTION_SUBINFO_RECORD_UPDATED
01-01 00:00:43.984  3468  3468 D PhoneApp: getPhone phoneId:0
01-01 00:00:43.985  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.985  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.985  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.986  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.986  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.986  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.987  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.987  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.987  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.990  1325  1344 D GpsLocationProvider: SIM MCC/MNC is still not available
01-01 00:00:43.991  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.991  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.991  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.991  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.991  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.991  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.991  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.991  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.991  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.992  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.992  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.992  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.992  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.992  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.992  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.994  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.994  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.994  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.994  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.994  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.994  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.994  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.994  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.994  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.995  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.995  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.995  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.996  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.996  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.996  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.997  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.997  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.997  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.997  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.997  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.997  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.997  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.997  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.997  3468  3468 D PhoneApp: - reason: radioTurnedOff
01-01 00:00:43.998  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.998  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.998  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:43.998  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.998  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.998  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:43.999  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:43.999  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:43.999  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.000  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.000  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.000  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.001  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.001  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.001  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.001  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.002  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.002  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.002  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.002  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.002  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.003  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.003  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.003  3468  3468 D PhoneApp: - reason: dataDetached
01-01 00:00:44.004  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.004  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.004  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.005  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.005  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.005  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.005  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.005  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.005  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.006  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.006  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.006  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.006  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.006  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.006  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.006  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.006  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.007  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.007  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.007  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.007  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.008  3468  3468 D PhoneApp: mReceiver: ACTION_ANY_DATA_CONNECTION_STATE_CHANGED
01-01 00:00:44.008  3468  3468 D PhoneApp: - state: DISCONNECTED
01-01 00:00:44.008  3468  3468 D PhoneApp: - reason: roamingOff
01-01 00:00:44.008  3468  3468 D ImsServiceSub: Message received: what = 5
01-01 00:00:44.008  3468  3468 D ImsServiceSub: Received event: EVENT_GET_STATUS_UPDATE
01-01 00:00:44.008  3468  3468 E ImsServiceSub: IMS Service Status Update failed!
01-01 00:00:44.029  4162  4162 I ndc     : type=1400 audit(0.0:47): avc: denied { read write } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.039  4162  4162 I ndc     : type=1400 audit(0.0:48): avc: denied { getattr } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.039  4162  4162 I ndc     : type=1400 audit(0.0:49): avc: denied { write } for name="netd" dev="tmpfs" ino=10623 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:netd_socket:s0 tclass=sock_file permissive=1
01-01 00:00:44.039  4162  4162 I ndc     : type=1400 audit(0.0:50): avc: denied { getattr } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.039  4162  4162 I ndc     : type=1400 audit(0.0:51): avc: denied { ioctl } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.048   299  1319 D QsoftapCmd: Got softap fwreload command we are passing on
01-01 00:00:44.048   299  1319 D SoftapController: Softap fwReload - Ok
01-01 00:00:44.049  3891  3891 I sh      : 214 0 Ok
01-01 00:00:44.039  4162  4162 I ndc     : type=1400 audit(0.0:52): avc: denied { write } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.051  1325  1418 I ActivityManager: Start proc com.android.mms for broadcast com.android.mms/.transaction.MmsSystemEventReceiver: pid=4156 uid=10010 gids={50010, 9997, 3003, 1028, 1015} abi=armeabi-v7a
01-01 00:00:44.039  4177  4177 I ndc     : type=1400 audit(0.0:53): avc: denied { read } for path="/dev/pts/1" dev="devpts" ino=4 scontext=u:r:wcnss_service:s0 tcontext=u:object_r:devpts:s0 tclass=chr_file permissive=1
01-01 00:00:44.059  3468  3468 D Telephony: TtyManager: queryTTYMode exception: com.android.internal.telephony.CommandException: RADIO_NOT_AVAILABLE
01-01 00:00:44.059  3468  3468 I MmsService: mReceiver action: android.intent.action.ACTION_SUBINFO_RECORD_UPDATED
